0.00, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 14.0, 33.0, 19.0, 0.0
0.69, 1, 0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.70, 1, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.71, 1, 0.2048649787902832, 100.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.72, 1, 0.2048649787902832, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.74, 1, 0.2048649787902832, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.75, 1, 0.2048649787902832, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.76, 2, 0.2048649787902832, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.77, 2, 0.2048649787902832, 100.0, 100.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.78, 2, 0.2048649787902832, 0.0, 100.0, 100.0, 0.0, 0.0, 100.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.80, 2, 0.2048649787902832, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.81, 2, 0.2048649787902832, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.82, 4, 0.2047109603881836, 300.0, 100.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.83, 4, 0.2047109603881836, 0.0, 0.0, 300.0, 0.0, 0.0, 100.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.85, 4, 0.2047109603881836, 0.0, 0.0, 0.0, 100.0, 300.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.86, 4, 0.2047109603881836, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.87, 8, 0.1511061191558838, 100.0, 500.0, 0.0, 0.0, 0.0, 0.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.88, 8, 0.1511061191558838, 400.0, 0.0, 100.0, 0.0, 0.0, 0.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.90, 8, 0.1511061191558838, 0.0, 0.0, 400.0, 100.0, 200.0, 300.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.91, 8, 0.1511061191558838, 0.0, 300.0, 0.0, 200.0, 300.0, 0.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000.0
 
0.92, 8, 0.1029820442199707, 0.0, 300.0, 0.0, 0.0, 300.0, 0.0, 500.0, 0, 0, 0, 0, 0, 0, 1000.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.93, 11.5, 0.10199403762817383, 700.0, 500.0, 0.0, 0.0, 0.0, 0.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.94, 11.5, 0.10199403762817383, 0.0, 500.0, 500.0, 0.0, 100.0, 200.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.95, 11.5, 0.10199403762817383, 0.0, 0.0, 200.0, 400.0, 600.0, 300.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 2000.0, 0.0, 1000.0
 
0.96, 11.5, 0.14508509635925293, 0.0, 500.0, 0.0, 100.0, 0.0, 0.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.98, 11.5, 0.10465192794799805, 300.0, 400.0, 0.0, 0.0, 0.0, 0.0, 700.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
0.99, 13.25, 0.10465192794799805, 400.0, 200.0, 200.0, 0.0, 100.0, 200.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.00, 13.25, 0.10465192794799805, 0.0, 0.0, 500.0, 200.0, 300.0, 500.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.01, 13.25, 0.10465192794799805, 0.0, 400.0, 0.0, 500.0, 300.0, 0.0, 200.0, 0, 0, 0, 0, 0, 0, 64.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.02, 13.25, 0.10607600212097168, 200.0, 400.0, 0.0, 0.0, 0.0, 0.0, 700.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.04, 14.125, 0.10472583770751953, 500.0, 600.0, 200.0, 0.0, 0.0, 200.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.05, 14.125, 0.10472583770751953, 100.0, 500.0, 500.0, 200.0, 0.0, 400.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 1000.0, 0.0, 0.0
 
1.06, 14.125, 0.10472583770751953, 0.0, 0.0, 100.0, 400.0, 300.0, 100.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 1000.0, 0.0, 1000.0
 
1.07, 14.125, 0.10478401184082031, 100.0, 200.0, 0.0, 100.0, 500.0, 0.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.08, 14.125, 0.1022331714630127, 300.0, 500.0, 100.0, 0.0, 0.0, 100.0, 900.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.10, 14.5625, 0.1022331714630127, 300.0, 500.0, 300.0, 100.0, 200.0, 400.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.11, 14.5625, 0.1022331714630127, 0.0, 0.0, 300.0, 400.0, 400.0, 300.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 64.0, 0.0, 0.0, 0.0
 
1.12, 14.5625, 0.13913607597351074, 0.0, 100.0, 0.0, 300.0, 100.0, 0.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.13, 14.5625, 0.10342717170715332, 400.0, 700.0, 0.0, 0.0, 0.0, 0.0, 700.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.14, 14.78125, 0.10611605644226074, 400.0, 200.0, 400.0, 0.0, 0.0, 300.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.16, 14.78125, 0.10611605644226074, 0.0, 100.0, 400.0, 300.0, 600.0, 400.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 64.0, 0.0, 0.0, 0.0
 
1.17, 14.78125, 0.13644099235534668, 0.0, 500.0, 0.0, 400.0, 600.0, 0.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.18, 14.78125, 0.10749387741088867, 200.0, 500.0, 0.0, 0.0, 0.0, 0.0, 700.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.19, 14.78125, 0.10332894325256348, 500.0, 300.0, 200.0, 0.0, 0.0, 200.0, 700.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 64.0, 0.0
 
1.21, 14.890625, 0.10332894325256348, 0.0, 0.0, 500.0, 300.0, 300.0, 600.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 1000.0, 0.0, 0.0
 
1.22, 14.890625, 0.10332894325256348, 0.0, 400.0, 0.0, 500.0, 400.0, 0.0, 200.0, 0, 0, 0, 0, 0, 0, 64.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.23, 14.890625, 0.10431194305419922, 100.0, 400.0, 0.0, 0.0, 400.0, 0.0, 700.0, 0, 0, 0, 0, 0, 0, 1000.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.24, 14.890625, 0.10248398780822754, 500.0, 800.0, 200.0, 0.0, 0.0, 200.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 1000.0, 0.0, 0.0, 64.0, 0.0
 
1.25, 14.9453125, 0.10248398780822754, 200.0, 400.0, 600.0, 200.0, 0.0, 500.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.27, 14.9453125, 0.10248398780822754, 0.0, 0.0, 0.0, 400.0, 300.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.28, 14.9453125, 0.10214090347290039, 0.0, 300.0, 0.0, 100.0, 500.0, 0.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.29, 14.9453125, 0.10303092002868652, 300.0, 600.0, 100.0, 0.0, 0.0, 0.0, 800.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.30, 14.9453125, 0.10303092002868652, 400.0, 500.0, 400.0, 100.0, 0.0, 300.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.31, 14.97265625, 0.10303092002868652, 0.0, 0.0, 200.0, 500.0, 200.0, 500.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.33, 14.97265625, 0.1033928394317627, 0.0, 200.0, 0.0, 200.0, 500.0, 0.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.34, 14.97265625, 0.10007214546203613, 200.0, 800.0, 0.0, 0.0, 0.0, 0.0, 700.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.35, 14.97265625, 0.10007214546203613, 600.0, 600.0, 400.0, 0.0, 0.0, 300.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 64.0, 0.0
 
1.36, 14.986328125, 0.10007214546203613, 0.0, 0.0, 400.0, 300.0, 200.0, 400.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.38, 14.986328125, 0.10450577735900879, 0.0, 700.0, 0.0, 400.0, 600.0, 0.0, 200.0, 0, 0, 0, 0, 0, 0, 1064.0, 0.0, 0.0, 0.0, 0.0, 64.0
 
1.39, 14.986328125, 0.10085916519165039, 200.0, 400.0, 0.0, 0.0, 0.0, 0.0, 800.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.40, 14.986328125, 0.10579872131347656, 400.0, 100.0, 300.0, 0.0, 0.0, 200.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.41, 14.986328125, 0.10579872131347656, 100.0, 100.0, 400.0, 200.0, 100.0, 600.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 1000.0, 0.0, 0.0
 
1.43, 14.9931640625, 0.1378622055053711, 0.0, 500.0, 0.0, 0.0, 500.0, 0.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.44, 14.9931640625, 0.10694408416748047, 100.0, 700.0, 0.0, 0.0, 0.0, 0.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.45, 14.9931640625, 0.10375809669494629, 400.0, 300.0, 200.0, 0.0, 0.0, 100.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.46, 14.9931640625, 0.10375809669494629, 300.0, 0.0, 400.0, 300.0, 500.0, 300.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.48, 14.99658203125, 0.13888883590698242, 0.0, 300.0, 200.0, 400.0, 300.0, 300.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.49, 14.99658203125, 0.10829496383666992, 100.0, 700.0, 0.0, 0.0, 0.0, 0.0, 800.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.50, 14.99658203125, 0.10640883445739746, 300.0, 400.0, 100.0, 0.0, 0.0, 0.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.51, 14.99658203125, 0.10640883445739746, 0.0, 0.0, 300.0, 400.0, 300.0, 500.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.52, 14.998291015625, 0.10640883445739746, 0.0, 400.0, 300.0, 400.0, 400.0, 300.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.54, 14.998291015625, 0.09942173957824707, 400.0, 800.0, 0.0, 0.0, 0.0, 0.0, 700.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.55, 14.998291015625, 0.10211706161499023, 400.0, 400.0, 0.0, 0.0, 0.0, 0.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.56, 14.998291015625, 0.10211706161499023, 0.0, 0.0, 400.0, 200.0, 400.0, 300.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.57, 14.998291015625, 0.10211706161499023, 0.0, 300.0, 0.0, 400.0, 300.0, 0.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.58, 14.9991455078125, 0.10201501846313477, 0.0, 600.0, 0.0, 100.0, 100.0, 0.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 64.0
 
1.60, 14.9991455078125, 0.10523390769958496, 300.0, 400.0, 300.0, 0.0, 0.0, 0.0, 700.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.61, 14.9991455078125, 0.10523390769958496, 100.0, 100.0, 300.0, 0.0, 0.0, 700.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 1000.0, 0.0, 0.0
 
1.62, 14.9991455078125, 0.10523390769958496, 0.0, 0.0, 300.0, 400.0, 400.0, 100.0, 0.0, 0, 0, 0, 0, 0, 0, 64.0, 0.0, 64.0, 0.0, 0.0, 1000.0
 
1.63, 14.9991455078125, 0.09865808486938477, 0.0, 600.0, 100.0, 400.0, 300.0, 100.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 64.0
 
1.64, 14.99957275390625, 0.09951424598693848, 600.0, 800.0, 0.0, 0.0, 0.0, 0.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
1.65, 14.99957275390625, 0.10195469856262207, 200.0, 200.0, 100.0, 0.0, 0.0, 100.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
