0.00, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 14.0, 33.0, 19.0, 0.0
 
77.58, 15.0, 0.1066901683807373, 200.0, 500.0, 0.0, 600.0, 0.0, 0.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.59, 15.0, 0.10087394714355469, 400.0, 400.0, 0.0, 400.0, 0.0, 600.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.60, 15.0, 0.10888910293579102, 100.0, 400.0, 0.0, 200.0, 0.0, 200.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.61, 15.0, 0.10888910293579102, 0.0, 100.0, 0.0, 600.0, 0.0, 400.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.62, 15.0, 0.1020050048828125, 200.0, 300.0, 0.0, 100.0, 0.0, 600.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000.0
 
77.64, 15.0, 0.11562800407409668, 100.0, 200.0, 0.0, 300.0, 0.0, 300.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 64.0
 
77.65, 15.0, 0.11562800407409668, 100.0, 100.0, 0.0, 400.0, 0.0, 200.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.66, 15.0, 0.10122013092041016, 0.0, 400.0, 0.0, 300.0, 0.0, 500.0, 100.0, 0, 0, 0, 0, 0, 0, 64.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.67, 15.0, 0.10185790061950684, 400.0, 700.0, 0.0, 600.0, 0.0, 200.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 64.0, 0.0, 0.0, 0.0
 
77.68, 15.0, 0.10635876655578613, 200.0, 400.0, 0.0, 300.0, 0.0, 300.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.69, 15.0, 0.10053396224975586, 200.0, 500.0, 0.0, 300.0, 0.0, 500.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.71, 15.0, 0.10795331001281738, 400.0, 400.0, 0.0, 400.0, 0.0, 200.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.72, 15.0, 0.09924697875976562, 0.0, 200.0, 0.0, 400.0, 0.0, 500.0, 600.0, 0, 0, 0, 0, 0, 0, 64.0, 0.0, 0.0, 0.0, 1000.0, 0.0
 
77.73, 15.0, 0.10898089408874512, 200.0, 300.0, 0.0, 0.0, 0.0, 600.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 1000.0, 0.0, 0.0, 0.0
 
77.74, 15.0, 0.10898089408874512, 100.0, 100.0, 0.0, 500.0, 0.0, 200.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.75, 15.0, 0.10367894172668457, 300.0, 300.0, 0.0, 400.0, 0.0, 500.0, 300.0, 0, 0, 0, 0, 0, 0, 1000.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.76, 15.0, 0.09757089614868164, 300.0, 600.0, 0.0, 300.0, 0.0, 500.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1128.0
 
77.78, 15.0, 0.11049079895019531, 300.0, 400.0, 0.0, 600.0, 0.0, 200.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.79, 15.0, 0.09958887100219727, 100.0, 500.0, 0.0, 300.0, 0.0, 0.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.80, 15.0, 0.1063239574432373, 400.0, 500.0, 0.0, 300.0, 0.0, 900.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.81, 15.0, 0.1063239574432373, 100.0, 300.0, 0.0, 500.0, 0.0, 100.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.83, 15.0, 0.10273170471191406, 200.0, 100.0, 0.0, 100.0, 0.0, 300.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.84, 15.0, 0.10990285873413086, 100.0, 300.0, 0.0, 100.0, 0.0, 600.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.85, 15.0, 0.10990285873413086, 0.0, 0.0, 0.0, 800.0, 0.0, 200.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.86, 15.0, 0.10811638832092285, 300.0, 600.0, 0.0, 100.0, 0.0, 600.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.88, 15.0, 0.11474108695983887, 300.0, 500.0, 0.0, 300.0, 0.0, 0.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.89, 15.0, 0.10622119903564453, 300.0, 600.0, 0.0, 600.0, 0.0, 500.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.90, 15.0, 0.10704493522644043, 300.0, 500.0, 0.0, 300.0, 0.0, 400.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.91, 15.0, 0.10704493522644043, 0.0, 200.0, 0.0, 500.0, 0.0, 400.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.92, 15.0, 0.10595583915710449, 200.0, 200.0, 0.0, 300.0, 0.0, 300.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.94, 15.0, 0.11120796203613281, 100.0, 300.0, 0.0, 0.0, 0.0, 600.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 64.0, 0.0, 0.0, 0.0
 
77.95, 15.0, 0.11120796203613281, 0.0, 100.0, 0.0, 500.0, 0.0, 300.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.96, 15.0, 0.1015479564666748, 200.0, 300.0, 0.0, 400.0, 0.0, 500.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.97, 15.0, 0.10399603843688965, 400.0, 500.0, 0.0, 200.0, 0.0, 500.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
77.99, 15.0, 0.10664701461791992, 200.0, 500.0, 0.0, 500.0, 0.0, 300.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.00, 15.0, 0.10443496704101562, 300.0, 400.0, 0.0, 200.0, 0.0, 600.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.01, 15.0, 0.10443496704101562, 100.0, 200.0, 0.0, 600.0, 0.0, 100.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1000.0, 0.0
 
78.02, 15.0, 0.11793088912963867, 100.0, 300.0, 0.0, 100.0, 0.0, 500.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.03, 15.0, 0.10498309135437012, 200.0, 300.0, 0.0, 100.0, 0.0, 400.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000.0
 
78.05, 15.0, 0.10498309135437012, 0.0, 200.0, 0.0, 600.0, 0.0, 400.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.06, 15.0, 0.10498309135437012, 0.0, 0.0, 0.0, 600.0, 0.0, 400.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.07, 15.0, 0.10024499893188477, 400.0, 600.0, 0.0, 200.0, 0.0, 200.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 128.0, 0.0, 0.0, 0.0
 
78.08, 15.0, 0.10831570625305176, 200.0, 400.0, 0.0, 700.0, 0.0, 200.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.09, 15.0, 0.1050560474395752, 300.0, 600.0, 0.0, 300.0, 0.0, 100.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.10, 15.0, 0.09790205955505371, 300.0, 400.0, 0.0, 400.0, 0.0, 500.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.12, 15.0, 0.11375069618225098, 0.0, 400.0, 0.0, 400.0, 0.0, 300.0, 600.0, 0, 0, 0, 0, 0, 0, 64.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.13, 15.0, 0.10892915725708008, 100.0, 100.0, 0.0, 400.0, 0.0, 600.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.14, 15.0, 0.10195016860961914, 200.0, 100.0, 0.0, 500.0, 0.0, 400.0, 600.0, 0, 0, 0, 0, 0, 0, 64.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.15, 15.0, 0.10195016860961914, 0.0, 400.0, 0.0, 200.0, 0.0, 200.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.16, 15.0, 0.09632182121276855, 100.0, 600.0, 0.0, 300.0, 0.0, 600.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000.0
 
78.18, 15.0, 0.09668397903442383, 500.0, 400.0, 0.0, 700.0, 0.0, 0.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.19, 15.0, 0.1008310317993164, 200.0, 600.0, 0.0, 200.0, 0.0, 300.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.20, 15.0, 0.1034400463104248, 100.0, 600.0, 0.0, 200.0, 0.0, 300.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.21, 15.0, 0.1034400463104248, 300.0, 400.0, 0.0, 300.0, 0.0, 600.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.22, 15.0, 0.11878824234008789, 100.0, 100.0, 0.0, 600.0, 0.0, 200.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.23, 15.0, 0.10338783264160156, 0.0, 300.0, 0.0, 0.0, 0.0, 600.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.24, 15.0, 0.10338783264160156, 200.0, 200.0, 0.0, 300.0, 0.0, 400.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 1000.0, 0.0, 64.0, 64.0
 
78.26, 15.0, 0.1275620460510254, 0.0, 200.0, 0.0, 600.0, 0.0, 300.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.27, 15.0, 0.10641884803771973, 300.0, 600.0, 0.0, 200.0, 0.0, 500.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.28, 15.0, 0.10446715354919434, 300.0, 600.0, 0.0, 500.0, 0.0, 100.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 1000.0, 0.0, 64.0, 0.0
 
78.29, 15.0, 0.10642504692077637, 200.0, 500.0, 0.0, 500.0, 0.0, 300.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.30, 15.0, 0.10225200653076172, 400.0, 300.0, 0.0, 300.0, 0.0, 600.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.31, 15.0, 0.10225200653076172, 0.0, 300.0, 0.0, 400.0, 0.0, 100.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1000.0, 0.0
 
78.33, 15.0, 0.11698007583618164, 100.0, 300.0, 0.0, 200.0, 0.0, 300.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1000.0, 0.0
 
78.34, 15.0, 0.10298800468444824, 200.0, 100.0, 0.0, 200.0, 0.0, 600.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 64.0, 0.0
 
78.35, 15.0, 0.10298800468444824, 0.0, 100.0, 0.0, 300.0, 0.0, 300.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.36, 15.0, 0.10277676582336426, 100.0, 300.0, 0.0, 400.0, 0.0, 400.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 64.0, 0.0, 0.0, 0.0
 
78.37, 15.0, 0.1042928695678711, 400.0, 600.0, 0.0, 300.0, 0.0, 400.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000.0
 
78.38, 15.0, 0.10231494903564453, 200.0, 600.0, 0.0, 600.0, 0.0, 0.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.39, 15.0, 0.10611796379089355, 200.0, 600.0, 0.0, 300.0, 0.0, 400.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 1000.0, 1000.0
 
78.41, 15.0, 0.10304021835327148, 300.0, 400.0, 0.0, 500.0, 0.0, 500.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.42, 15.0, 0.11804914474487305, 0.0, 400.0, 0.0, 500.0, 0.0, 300.0, 600.0, 0, 0, 0, 0, 0, 0, 64.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.43, 15.0, 0.11804914474487305, 100.0, 100.0, 0.0, 400.0, 0.0, 400.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 64.0, 0.0
 
78.44, 15.0, 0.10638689994812012, 200.0, 200.0, 0.0, 300.0, 0.0, 400.0, 500.0, 0, 0, 0, 0, 0, 0, 64.0, 0.0, 64.0, 0.0, 0.0, 0.0
 
78.45, 15.0, 0.10638689994812012, 0.0, 100.0, 0.0, 300.0, 0.0, 400.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.46, 15.0, 0.11775875091552734, 0.0, 500.0, 0.0, 500.0, 0.0, 400.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.47, 15.0, 0.09805607795715332, 300.0, 500.0, 0.0, 300.0, 0.0, 400.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.49, 15.0, 0.09613609313964844, 200.0, 500.0, 0.0, 400.0, 0.0, 200.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.50, 15.0, 0.10689115524291992, 200.0, 400.0, 0.0, 400.0, 0.0, 600.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.51, 15.0, 0.10080599784851074, 200.0, 300.0, 0.0, 300.0, 0.0, 300.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.52, 15.0, 0.11374592781066895, 200.0, 300.0, 0.0, 300.0, 0.0, 200.0, 700.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.53, 15.0, 0.10109782218933105, 100.0, 200.0, 0.0, 200.0, 0.0, 700.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.55, 15.0, 0.10109782218933105, 200.0, 100.0, 0.0, 600.0, 0.0, 400.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.56, 15.0, 0.11533498764038086, 0.0, 500.0, 0.0, 300.0, 0.0, 200.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 64.0, 0.0
 
78.57, 15.0, 0.10002803802490234, 200.0, 500.0, 0.0, 200.0, 0.0, 300.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 64.0, 64.0
 
78.58, 15.0, 0.09720993041992188, 300.0, 600.0, 0.0, 200.0, 0.0, 200.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.59, 15.0, 0.10674881935119629, 200.0, 500.0, 0.0, 600.0, 0.0, 200.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.60, 15.0, 0.10476541519165039, 200.0, 400.0, 0.0, 300.0, 0.0, 500.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000.0
 
78.62, 15.0, 0.10254311561584473, 200.0, 200.0, 0.0, 400.0, 0.0, 300.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.63, 15.0, 0.1086881160736084, 100.0, 300.0, 0.0, 100.0, 0.0, 400.0, 700.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000.0
 
78.64, 15.0, 0.10224103927612305, 200.0, 300.0, 0.0, 400.0, 0.0, 500.0, 200.0, 0, 0, 0, 0, 0, 0, 64.0, 0.0, 64.0, 0.0, 0.0, 1000.0
 
78.65, 15.0, 0.12188911437988281, 100.0, 200.0, 0.0, 600.0, 0.0, 300.0, 400.0, 0, 0, 0, 0, 0, 0, 64.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.66, 15.0, 0.10492706298828125, 100.0, 300.0, 0.0, 100.0, 0.0, 500.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.68, 15.0, 0.09875297546386719, 200.0, 600.0, 0.0, 100.0, 0.0, 100.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.69, 15.0, 0.1098940372467041, 400.0, 600.0, 0.0, 600.0, 0.0, 200.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.70, 15.0, 0.1073911190032959, 100.0, 300.0, 0.0, 600.0, 0.0, 500.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 1000.0, 0.0, 0.0, 0.0
 
78.71, 15.0, 0.11156511306762695, 200.0, 300.0, 0.0, 200.0, 0.0, 400.0, 400.0, 0, 0, 0, 0, 0, 0, 64.0, 0.0, 64.0, 0.0, 1000.0, 2064.0
 
78.73, 15.0, 0.11156511306762695, 100.0, 200.0, 0.0, 100.0, 0.0, 0.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.74, 15.0, 0.12536287307739258, 100.0, 100.0, 0.0, 200.0, 0.0, 300.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.75, 15.0, 0.11852097511291504, 200.0, 300.0, 0.0, 300.0, 0.0, 700.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.76, 15.0, 0.11852097511291504, 0.0, 100.0, 0.0, 600.0, 0.0, 300.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 64.0, 0.0, 0.0, 0.0
 
78.77, 15.0, 0.13602185249328613, 100.0, 100.0, 0.0, 200.0, 0.0, 100.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.78, 15.0, 0.11350083351135254, 300.0, 500.0, 0.0, 200.0, 0.0, 500.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.79, 15.0, 0.11719703674316406, 300.0, 400.0, 0.0, 400.0, 0.0, 500.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 1000.0, 0.0, 0.0, 0.0
 
78.81, 15.0, 0.1316690444946289, 100.0, 400.0, 0.0, 600.0, 0.0, 200.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.82, 15.0, 0.11724710464477539, 300.0, 400.0, 0.0, 100.0, 0.0, 200.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.83, 15.0, 0.11033082008361816, 100.0, 200.0, 0.0, 600.0, 0.0, 700.0, 700.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.84, 15.0, 0.11693882942199707, 100.0, 300.0, 0.0, 100.0, 0.0, 0.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.85, 15.0, 0.1022942066192627, 100.0, 200.0, 0.0, 100.0, 0.0, 600.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.86, 15.0, 0.1022942066192627, 200.0, 200.0, 0.0, 300.0, 0.0, 600.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 64.0, 0.0, 0.0, 0.0
 
78.88, 15.0, 0.09894824028015137, 0.0, 200.0, 0.0, 600.0, 0.0, 100.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.89, 15.0, 0.09881424903869629, 200.0, 600.0, 0.0, 100.0, 0.0, 600.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.90, 15.0, 0.09850788116455078, 200.0, 400.0, 0.0, 600.0, 0.0, 100.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.91, 15.0, 0.09960412979125977, 200.0, 400.0, 0.0, 300.0, 0.0, 300.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.92, 15.0, 0.09701395034790039, 200.0, 500.0, 0.0, 300.0, 0.0, 400.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.93, 15.0, 0.10363268852233887, 200.0, 300.0, 0.0, 300.0, 0.0, 300.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.94, 15.0, 0.11098289489746094, 200.0, 300.0, 0.0, 300.0, 0.0, 400.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 192.0, 1000.0
 
78.95, 15.0, 0.10283899307250977, 100.0, 100.0, 0.0, 400.0, 0.0, 500.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000.0
 
78.96, 15.0, 0.10283899307250977, 100.0, 300.0, 0.0, 400.0, 0.0, 400.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 64.0
 
78.98, 15.0, 0.0999448299407959, 200.0, 100.0, 0.0, 300.0, 0.0, 300.0, 400.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
78.99, 15.0, 0.10233759880065918, 300.0, 600.0, 0.0, 400.0, 0.0, 300.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 64.0, 0.0, 0.0, 0.0
 
79.00, 15.0, 0.10016107559204102, 200.0, 300.0, 0.0, 500.0, 0.0, 200.0, 100.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
79.01, 15.0, 0.10058808326721191, 0.0, 300.0, 0.0, 400.0, 0.0, 200.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
79.02, 15.0, 0.10526490211486816, 300.0, 500.0, 0.0, 0.0, 0.0, 700.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 64.0
 
79.03, 15.0, 0.10696601867675781, 200.0, 400.0, 0.0, 500.0, 0.0, 100.0, 600.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
79.04, 15.0, 0.11433196067810059, 100.0, 200.0, 0.0, 300.0, 0.0, 400.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 1000.0, 0.0, 0.0, 1000.0
 
79.06, 15.0, 0.10944986343383789, 100.0, 100.0, 0.0, 200.0, 0.0, 600.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
79.07, 15.0, 0.11179304122924805, 100.0, 300.0, 0.0, 600.0, 0.0, 200.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
79.08, 15.0, 0.10555291175842285, 200.0, 400.0, 0.0, 100.0, 0.0, 400.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
79.09, 15.0, 0.10306406021118164, 200.0, 600.0, 0.0, 500.0, 0.0, 300.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
79.10, 15.0, 0.10306406021118164, 300.0, 300.0, 0.0, 600.0, 0.0, 300.0, 200.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
79.12, 15.0, 0.10479378700256348, 100.0, 400.0, 0.0, 200.0, 0.0, 500.0, 300.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
79.13, 15.0, 0.10312128067016602, 200.0, 400.0, 0.0, 400.0, 0.0, 200.0, 500.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 
